"relative_path","bytes","sha256"
"security_accuracy_expansion/audit/verify_live_modules_20260507_224447.csv","1577","F731823A6CEED6F2314868B3B2A66444672CA72A9D424BA9F69F30934EED3ED8"
"security_accuracy_expansion/audit/verify_live_modules_20260507_224450.csv","1577","F731823A6CEED6F2314868B3B2A66444672CA72A9D424BA9F69F30934EED3ED8"
"security_accuracy_expansion/audit/verify_live_modules_20260507_224453.csv","1577","F731823A6CEED6F2314868B3B2A66444672CA72A9D424BA9F69F30934EED3ED8"
"security_accuracy_expansion/audit/verify_live_modules_20260507_224455.csv","1577","F731823A6CEED6F2314868B3B2A66444672CA72A9D424BA9F69F30934EED3ED8"
"security_accuracy_expansion/audit/verify_live_modules_20260507_224501.csv","1577","F731823A6CEED6F2314868B3B2A66444672CA72A9D424BA9F69F30934EED3ED8"
"security_accuracy_expansion/audit/verify_live_modules_20260507_224502.csv","1577","F731823A6CEED6F2314868B3B2A66444672CA72A9D424BA9F69F30934EED3ED8"
"security_accuracy_expansion/audit/verify_live_modules_20260507_224509.csv","1577","F731823A6CEED6F2314868B3B2A66444672CA72A9D424BA9F69F30934EED3ED8"
"security_accuracy_expansion/audit/verify_live_modules_unchanged.ps1","1645","4EA539DA676A31D872CA53F5385D5207FE931B31629F9A50A52C503B48C23F60"
"security_accuracy_expansion/codex_tasks/047_security_accuracy_source_catalog_and_evidence_templates.md","591","9F492A28D5F338815F6FF28A94073C05E37464EAC6EAA38F940D651402E64B48"
"security_accuracy_expansion/codex_tasks/048_security_accuracy_preflight_download_plan.md","436","18824EB295CAE4F88A7A4300241EA295470508BC0BBFB8D5B4B2FCAC81F4252B"
"security_accuracy_expansion/codex_tasks/049_security_accuracy_evidence_backed_scoring_plan.md","496","572103BF7796F2F02F07ED12BAF7A0C74A4033317E42063BABAA249CC0394E6C"
"security_accuracy_expansion/deepening_20260507/source_catalog/official_source_candidate_pack.json","756","086C03095C67D0F970B7E8E6BDF3572E781680CF3C4E0F97DD140ABB28209690"
"security_accuracy_expansion/deepening_20260507/source_catalog/source_tier_rubric.md","268","D72E64593035B542D19FDF08724A1D2C4A4364857997306841A1DBBD0679B29A"
"security_accuracy_expansion/deepening_20260507/source_catalog/source_triage_queue.csv","255","325BD7116FBA77027082DC83E4C982DB8BEAAE37954B26C0DB7403FE14286C07"
"security_accuracy_expansion/evidence_templates/cross_source_agreement_template.csv","125","C5988566CABAE2E488B45C08A3318E0F2A505D6C89BDCE5582B99219E8970616"
"security_accuracy_expansion/evidence_templates/evidence_quality_rubric_template.json","195","B9B6E5F8FC037FEBD1A5BDD179F08228774648A559EF9C14DE38EB79E50ADA7D"
"security_accuracy_expansion/evidence_templates/parcel_match_audit_template.csv","164","17754A9C57CBF6F687C8F0A12EAA788AC96DEBAB29557C7DD5AC524E0D72599D"
"security_accuracy_expansion/evidence_templates/parcel_security_evidence_template.json","477","C1D851CAE9265BB2A3EBD7DEC5732980B685FAF16B6CBE89F51C79D30B1DA529"
"security_accuracy_expansion/evidence_templates/run_manifest_template.json","454","6D800BA33881669ED52E93CAFE0F7809C934A159607CFEB188D49B7420D5602C"
"security_accuracy_expansion/evidence_templates/source_conflict_record_template.json","184","5DC49EE08D0984E3EB87FC0DBDF9EDD5F91CB77E713ABC3E8D343D5F62A17FD1"
"security_accuracy_expansion/evidence_templates/source_download_audit_template.csv","114","B3C5EF7843E3CDD89D5FAE02D80BE60AF3FC284AEA783ECED83EF693BB498741"
"security_accuracy_expansion/evidence_templates/source_evidence_template.json","517","9711A4C40C61B76BE84647C38C7B8EABCCA84214F1F9F5CA23BBA1E1697CB770"
"security_accuracy_expansion/examples/download_audit_manifest/download_audit_manifest_20260507.example.csv","225","B959865CACD53F52356FCFB20D00F36D68AF87924DF283FD684838B2F9886A69"
"security_accuracy_expansion/examples/download_audit_manifest/download_audit_manifest_20260507.example.json","462","22E2CF876677C81CC627995FFB5EB4FF9688A6ACF1FA1CCEA897F1812333B7A7"
"security_accuracy_expansion/examples/parcel_security_evidence/parcel_security_evidence_examples_20260507.jsonl","532","A5BF8E4E3E60728A79446E70A8BEB5CD545C1B1AA68AC68D7A67C52F6906AD8F"
"security_accuracy_expansion/examples/parcel_security_evidence/parcel_security_evidence_examples_20260507.md","232","97AA8855A42051305137DF6AE63A75FCC217F446688C404DA8A1E0D0381B4A88"
"security_accuracy_expansion/examples/run_manifest/run_manifest_security_accuracy_expansion_20260507.example.json","707","4DDE41BB9E57324A0BE0446B439324A9D936113E6000E9E71DB247F42DF8D055"
"security_accuracy_expansion/examples/source_evidence_manifest/src_ev_data_police_bulk_downloads_20260507_example.json","640","2FFDD1629E9B92EE63E96B94F4C3C825C9884E9656CBF563E5C73611C9404E9C"
"security_accuracy_expansion/examples/source_evidence_manifest/src_ev_iod2025_crime_domain_20260507_example.json","515","EC97F42119D4D9D3B0880176313DEE8149E11033B2E0A3547A9EAA6484CD151E"
"security_accuracy_expansion/examples/source_evidence_manifest/src_ev_ons_lsoa_boundaries_2021_20260507_example.json","518","29787BBCFD28A6111A73E6C3B5677EC219B70F9B2DAE5D63346D53E3CB214F94"
"security_accuracy_expansion/frontend/frontend_integration_spec.md","873","6561C6B4CFC2E14A50E4495D905600F8D896150C677D375BB6B584BA9D574AB8"
"security_accuracy_expansion/mega_batch_20260507/COMPACT_COMPLETION_PACK.md","341","230C8694F6A70F5E98876F6D9E34D272F6F46760C1078696DE1D5F7249799C3D"
"security_accuracy_expansion/mega_batch_20260507/MEGA_BATCH_ARTIFACT_MANIFEST.csv","27299","C858D65E0C04AB218A78A3DA42D2E89EF41F88E3EC3779CED22D79009C312D3A"
"security_accuracy_expansion/mega_batch_20260507/MEGA_BATCH_INDEX.md","545","8AB439084D57C06AC34E4E452DC719C53DD422D4F4448248FD902B0104EE4442"
"security_accuracy_expansion/mega_batch_20260507/audit/audit_event_types.csv","232","D641FC8E57567AAE0E726EBA5570EF47D9341F5B098CCCB78C4693ADA22DEB28"
"security_accuracy_expansion/mega_batch_20260507/audit/audit_log_template.jsonl","118","6EED4D8625F19AD47E0C95003EB3707ACF026C28B87BB85A77C6877FDBB5E249"
"security_accuracy_expansion/mega_batch_20260507/dashboard/README_STATUS_BOARD.md","132","51D3AC63436D4A3D33163A65A11BD6C609849E9A14DDA2482FA16DF0E820E212"
"security_accuracy_expansion/mega_batch_20260507/dashboard/status_board_template.csv","151","67768E42B8508C3954256ED047A81B35B16CA0E567D6A560115CABA2AE5E7940"
"security_accuracy_expansion/mega_batch_20260507/evidence_model/evidence_conflict_taxonomy.csv","301","DDBDD175C84C8B97D458A1C812015C8A16FB0317D100B6A9B0E1CC5C281B3910"
"security_accuracy_expansion/mega_batch_20260507/evidence_model/parcel_evidence_lifecycle.md","195","790C84C83314B5F2E5EA2F5143061E76837396D09C586E7D65D8F91CB651B4C4"
"security_accuracy_expansion/mega_batch_20260507/manifests/download_manifest_blank.json","87","AF1947D589C46670C9B8C35F77F727F0F2EFFDD5F57D0B43B4F9741CF13427E2"
"security_accuracy_expansion/mega_batch_20260507/manifests/promotion_manifest_disabled.json","119","51736CD3628AFC607B08CAEFAE915D2C6E778976A02D055055F5A9E35E0FA493"
"security_accuracy_expansion/mega_batch_20260507/manifests/run_manifest_blank.json","145","6914BF2B449AA19645E911864A83A7EFB1757C08FE5B2EF875C6D38360323D4F"
"security_accuracy_expansion/mega_batch_20260507/methodology/15_no_live_mutation_publication_gate.md","202","ACCA729E6078EB850F31F313770C572329D6C1E732BCAF57CCAA458F1213B98E"
"security_accuracy_expansion/mega_batch_20260507/methodology/16_source_conflict_resolution.md","211","722C728CF7DBFBC3B4D1159B427FD10999933D41183DFAB8EA03AD8A4F8792C3"
"security_accuracy_expansion/mega_batch_20260507/methodology/17_parcel_review_sampling.md","153","A8B646EA834C47E2EEDE01E9332B3BE940C3E570EAFF7C0229BFE76B8BFD5C8E"
"security_accuracy_expansion/mega_batch_20260507/pass_fail/fail_fast_conditions.md","230","FE8A94ADB1264152C866DDEE622DFAAB2E92299443CFD693C23AC6001B75A117"
"security_accuracy_expansion/mega_batch_20260507/pass_fail/pass_summary_template.md","145","ACD1A96AD1CAE76C757844F14E3E817252FD3ECDFF216B8E14345748FE207E0C"
"security_accuracy_expansion/mega_batch_20260507/qa/qa_master_gate_matrix.csv","229","FC12872C6C9905DD29EB464327F17F7FC566729C2C1D6119BF91534342F17367"
"security_accuracy_expansion/mega_batch_20260507/qa/qa_operator_checklist.md","292","8CFA91DAAC1D0CADC72F5055DC9BD5681DCC5AD56E2D6930F29BCB6DB6BA5596"
"security_accuracy_expansion/mega_batch_20260507/review/reviewer_handoff.md","185","828EDF339EECCFF940CD2B48DA15E8D47885693A061EAED93A47A03441F8A289"
"security_accuracy_expansion/mega_batch_20260507/review/review_questions.csv","173","CCCFE402F20F187E41D26AF3B60AFCCE8B0D52A05AC5D2FA36F56BFFA46A7193"
"security_accuracy_expansion/mega_batch_20260507/rollback/rollback_inventory_template.csv","57","26D59950AB7FD7EF6E3F74A4D52B9EBB5EF97B09BBE5F45566A7304F191AA006"
"security_accuracy_expansion/mega_batch_20260507/rollback/rollback_scope_only_playbook.md","199","A9B842F5DFA4D9AFEADB10504A2235C3F96FA50A58C30768AAEF78145B9A0984"
"security_accuracy_expansion/mega_batch_20260507/schemas/evidence_conflict_schema.json","256","AFD5F0592AF55DAE9FDACA35A35481EE897D5D3EC4AD0B0C6D4435134F69FECC"
"security_accuracy_expansion/mega_batch_20260507/schemas/promotion_proposal_schema.json","295","72E22E14BAB55D28CFBC3E07771DBDCD7EFC51CDD046D64066C79F47466CBF1E"
"security_accuracy_expansion/mega_batch_20260507/schemas/source_registry_extended_schema.json","213","4D1990D4412C289C7EC8CBC4A2DABC1270EEAE78E8CB3DC5166C8C52FAF04016"
"security_accuracy_expansion/mega_batch_20260507/simulation/dry_run_output_contract.json","119","206A71333A374C79EBA8A62B7CAE744A7ECD7C8C639369C60F3C99077A44E75C"
"security_accuracy_expansion/mega_batch_20260507/simulation/dry_run_plan.md","182","20E55D8B4FAB0FF93E027F9BB934A3985124DA0BCE9426509E8ED76F2C3EB29F"
"security_accuracy_expansion/mega_batch_20260507/source_catalog/source_registry_extended.json","829","8E44D4BD8322E4C80A8A3F9054C56BA76D9E0E0B0BB0FB98A4F8E8B54F57D552"
"security_accuracy_expansion/mega_batch_20260507/source_catalog/source_registry_review_notes.md","211","B6A55397102FCEE023384B3F4F2AD35AF25854FCDC53B6250166E839A6162C32"
"security_accuracy_expansion/methodology/01_security_accuracy_expansion_plan.md","1684","0ADD7E1F03D529DF1243C08EFD3B11CC02C981196FD2C45DBD815B29D6CF1B25"
"security_accuracy_expansion/methodology/03_methodology_and_confidence_model.md","2335","628C081A32DA87F8EC52D21BDADB75608F82DA9F6CE13E2860696487152BDE6A"
"security_accuracy_expansion/methodology/07_risk_limits_and_language.md","634","BFFE572C5D7737009DE62C94582A00031C7FE3DC753AE45ECB15DB99EA95FD94"
"security_accuracy_expansion/methodology/08_source_evidence_manifest_methodology.md","206","FD80D8F01394E518F8E05E8E5A573EAE2A5936631343DCEE15F807EF6B17AA15"
"security_accuracy_expansion/methodology/09_download_run_manifest_methodology.md","218","9B08D0D5F2397BE96AE5F221F56E7C15C9C2DC1A35447D142C40CC796587FE19"
"security_accuracy_expansion/methodology/10_parcel_evidence_and_no_downgrade_methodology.md","232","2B9FE3D34F7EFC2C9E42F5D87808A5831880C7C267E5BEE4BACA924B410BEF40"
"security_accuracy_expansion/methodology/11_source_rank_and_triage_model.md","317","A9D19A8E75140746ADD3104A10177A01CE41CD1EEE446062DCDEC6159CB6E1D8"
"security_accuracy_expansion/methodology/12_spatial_join_accuracy_protocol.md","262","10588E3DF9EF1A5B098302B0173A5B8F2C34EC32880F7BA4A17F79AC74F9AF19"
"security_accuracy_expansion/methodology/13_temporal_refresh_protocol.md","238","88133FC73AF2635A6D3B107EC23B8601FD3DA9D332695A3D8351A43CAED898ED"
"security_accuracy_expansion/methodology/14_confidence_without_score_mutation.md","269","09234FBC7FD19E83E75D412DC59022F7159894EA1903847C4519A71AC962AD6A"
"security_accuracy_expansion/methodology/README_upstream.md","1487","5FA5F0B24AC50D9B7C5D996FA4B102945C87F6A23AF1CD3D9FCCB9AF8A82578F"
"security_accuracy_expansion/prompts/CHATGPT_FOLLOWUP_PROMPTS.md","728","FA081D3D6C0C6C78BAD21FCD155507210118A6950CE5B9A976B41DB9899DA279"
"security_accuracy_expansion/prompts/CHATGPT_LOCAL_EXECUTION_PROMPT_TR.md","2708","B5DD2B634387F8EE8FA21D51153702DB51D9E8ABCBF5B6F00799DC67CC002F1C"
"security_accuracy_expansion/prompts/CODEX_MASTER_PROMPT_SECURITY_ACCURACY_EXPANSION.md","3279","9D2C7ECED840234F9D9F9133FD5E357112C83E9351740C1DE78A4C0624B04632"
"security_accuracy_expansion/prompts/SHORT_CODEX_PROMPT.md","417","65C18E43B1E5F0B9B55A8D3F331B81FFC019DDB75D442441545B687BE3CB2CCD"
"security_accuracy_expansion/qa/acceptance_criteria.md","826","DF08BD9D0EE9D0B7844757FDA3A7F8980A0E591AD20503B209AC7DC02E10827A"
"security_accuracy_expansion/qa/EXECUTION_STATE_FROM_USER_LOG_20260507.md","571","8289DD2BA37A275101474EA0FBC7B839330C3C7516DFB7FDA95DC0699FB67B49"
"security_accuracy_expansion/qa/expected_outputs_checklist.md","566","C50CBCCAB7B6F6715B3799685A087B9349E0AD981AAFD6A4B3D4D4462BE8A3E3"
"security_accuracy_expansion/qa/NO_LIVE_TOUCH_ASSERTIONS_20260507.md","227","06962C1E53D9355CEFF2A2B3301678090C09FF143023A6EF0AA3CF136AFF16EF"
"security_accuracy_expansion/qa/PASS_FAIL_CONTROL_LIST_EXPANDED_20260507.md","468","4314F15C502BD155F7DF926D0281B5AC818C4D89EB46E6AB38CAD799DB9ED94D"
"security_accuracy_expansion/qa/QA_CHECKLIST_EXPANDED_20260507.md","486","E172D089FD7847CCCC966CC5E2FE84A3A3127A90F830F55CD377603CB91A5D97"
"security_accuracy_expansion/qa/QA_MATRIX_SECURITY_ACCURACY_EXPANSION_20260507.csv","463","B22F1B5371018914212E017EE171743CE45FF707C02BA52BAEC8CE0D64DD0F40"
"security_accuracy_expansion/qa/REVIEW_PROMOTION_GATES_20260507.md","245","89CCDF4B4A0FFD84BEFFAAF18399AC5CDEECDC8C26CEAB421A59E2885CBC5C71"
"security_accuracy_expansion/rollback/ROLLBACK_NOTES_SECURITY_ACCURACY_EXPANSION_20260507.md","234","2756E3F86CD7119CE91FC7772C0DD85F92BF13118C1168FEE250E07A21C65FE2"
"security_accuracy_expansion/rollback/ROLLBACK_TR.md","1077","A7C1E831A9B5FD26A7C3F337C8B5DCC879A362D9FCBE42AA14173F57AD5E9196"
"security_accuracy_expansion/run_manifests/security_accuracy_expansion_deepening_run_20260507.example.json","365","BCE8B29429863A249520FF4C87E0156CF6313015B25CCFB077FB5031D1C1BF64"
"security_accuracy_expansion/run_reports/compact_probe_resume_20260507_212456.md","338","9E842ECC3404C685B1C50F77EA2ED521D710E4909F61F74DEDEA612E2D0E51C8"
"security_accuracy_expansion/run_reports/compact_probe_resume_20260507_212501.md","338","9E842ECC3404C685B1C50F77EA2ED521D710E4909F61F74DEDEA612E2D0E51C8"
"security_accuracy_expansion/run_reports/compact_probe_resume_20260507_224415.md","338","18FBB5653F18EEE144780E5D00509875CC6E43E76BBF15A336C0B8D26433A0D3"
"security_accuracy_expansion/run_reports/compact_probe_resume_20260507_224444.md","338","DB990674818A0CD6F6D0FCD7CFE5419787FE93E288CDD20DCA1284E67539325B"
"security_accuracy_expansion/run_reports/materialized_result_20260507_224433.md","387","F57372A8FAAA50CEDF3DAFDE90F4F86084A3A330C9164A7C1A5F8D985623C731"
"security_accuracy_expansion/run_reports/mega_batch_final_report_20260507_224403.md","458","BCDE1A1478C71B7D9275908CC614D967AACE936C0AEC6DE47979F868E58AF806"
"security_accuracy_expansion/run_reports/mega_batch_final_report_20260507_224404.md","461","820AA1C5FEDAD567C2E11D0010A2A4CFF479AAA66C1EE79B95D7CC9427002B16"
"security_accuracy_expansion/run_reports/mega_batch_final_report_20260507_224433.md","458","53E157BFC09760D4886DE5B32583F87FE6322949A8BA8459F1223FC8D953AF46"
"security_accuracy_expansion/run_reports/parallel_deepening_report_20260507_212512.md","509","561039D9CC2EEEE44B02434C1AAA3A4A9A54FED3FEA180BE744488F57BE77B51"
"security_accuracy_expansion/run_reports/parallel_deepening_report_20260507_224411.md","509","B4C8EAC67E04AF116CFE5D8D3CC155027D8CC1537FA86CBDEED95FBC7EB8F255"
"security_accuracy_expansion/run_reports/parallel_deepening_report_20260507_224421.md","512","3FA3EF869CFE0064F814E939218C7C12DB5C4A3196AB9B8D3017ABFF22E85829"
"security_accuracy_expansion/run_reports/parallel_deepening_report_20260507_224439.md","509","2D7DA11A1962774053A6D036E64C44F5D761588436382202B9876B85A0A6FA54"
"security_accuracy_expansion/run_reports/parallel_deepening_report_20260507_224450.md","509","6658FCBC59B4B225CE94304CB7E93815C1AED776770DAF5FA90E80756440A5E8"
"security_accuracy_expansion/run_reports/run_report_terrayield-135-security-accuracy-expansion-direct-apply_20260507_211725.md","397","53C0EE39C62B729452E450F824177A78E529D34CBF1ACB3179033043B5F89719"
"security_accuracy_expansion/run_reports/run_report_terrayield-135-security-accuracy-expansion-direct-apply_20260507_211908.md","397","5BD47AAFD1A960110BAAFD9DED1E332D638D187BCBBAB05826A9C60E167E8885"
"security_accuracy_expansion/run_reports/run_report_terrayield-135-security-accuracy-expansion-direct-apply_20260507_212053.md","397","F34EBE82FDCAFF393F9BBC280B66DC176DADC0206E8579D828003B6124DD105F"
"security_accuracy_expansion/run_reports/run_report_terrayield-135-security-accuracy-expansion-direct-apply_20260507_212456.md","397","6E3DB938D35DA5AB478B6CC43C5BF38691A468F13CE13AE89C1B8CC58B64211D"
"security_accuracy_expansion/run_reports/run_report_terrayield-135-security-accuracy-expansion-direct-apply_20260507_212502.md","397","79F6AD3B349AC5F41170281F034A80F25D8AF7F90D4776FD82448D58E21989A7"
"security_accuracy_expansion/run_reports/run_report_terrayield-135-security-accuracy-expansion-direct-apply_20260507_224404.md","397","06F830EFC42CBFA683F44C2691350EE8671341EC8BC47AF16CCCABDE9521887A"
"security_accuracy_expansion/run_reports/run_report_terrayield-135-security-accuracy-expansion-direct-apply_20260507_224416.md","397","4497E0EC6DD3926A48FCD1971B6E09A4B32E94B80AA9C4AFDF884C3C7765017C"
"security_accuracy_expansion/run_reports/run_report_terrayield-135-security-accuracy-expansion-direct-apply_20260507_224434.md","397","C1031845FF996A16C1847BC6A935F97113B945D7DC7DF66733A1D9D231304B12"
